filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T20:32:10.997094,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T20:50:44.355585,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T21:20:45.865019,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T22:31:56.506528,82501.1320754717
xa.s12.00.mhz.1971-10-26HR00_evid00133,1971-10-26T22:55:01.714075,82501.1320754717
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T00:13:36.423943,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T00:45:39.593755,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T01:04:39.820170,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T06:59:31.744698,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T08:01:03.669226,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T08:19:59.065453,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T08:48:25.178660,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T09:45:26.310736,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T10:13:52.122057,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T10:22:39.518283,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T10:43:03.820170,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T11:57:41.857906,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T12:53:26.763566,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T13:51:40.952245,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T14:07:02.914509,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T14:20:51.442811,77223.39622641509
xa.s12.00.mhz.1971-11-24HR00_evid00156,1971-11-24T21:27:03.669226,77223.39622641509
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T00:10:54.677623,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T01:57:05.092717,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T02:11:28.187057,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T03:14:27.205925,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T08:32:23.432340,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T14:50:15.734226,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T15:01:10.526679,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T16:22:34.300264,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T16:58:38.828566,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T20:38:46.375736,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T21:15:31.356868,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T21:36:05.922906,81071.24528301887
xa.s12.00.mhz.1972-01-26HR00_evid00186,1972-01-26T22:31:11.583283,81071.24528301887
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T00:12:26.623151,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T02:54:24.208057,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T03:25:10.547679,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T05:47:33.642019,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T09:16:34.170321,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T09:35:27.000509,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T11:38:16.057113,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T11:57:20.811830,70062.49056603774
xa.s12.00.mhz.1972-02-21HR00_evid00190,1972-02-21T19:27:42.849566,70062.49056603774
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T04:50:15.593283,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T12:42:23.593283,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T14:14:10.310264,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T14:44:30.838566,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T16:03:03.895170,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T16:39:16.423472,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T17:03:11.895170,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T17:07:10.234792,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T17:33:53.555547,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T17:51:35.744226,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T18:48:52.574415,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T19:06:25.404604,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T19:15:42.536679,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T19:29:36.197057,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T19:58:04.121585,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T20:10:16.800830,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T20:19:07.819698,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T20:31:55.366868,84176.75471698113
xa.s12.00.mhz.1972-02-28HR00_evid00192,1972-02-28T23:22:57.102717,84176.75471698113
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T00:10:00.110057,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T00:31:02.147792,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T01:10:21.996849,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T01:36:43.430811,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T01:47:53.468547,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T02:00:36.940245,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T02:16:59.581755,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T03:31:10.449679,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T06:06:44.487415,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T07:04:42.827038,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T07:13:46.827038,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T07:24:24.110057,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T07:42:14.600623,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T08:24:36.336472,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T08:44:21.694962,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T09:33:53.619491,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T10:43:23.128925,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T12:06:52.638358,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T12:37:09.845906,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T13:31:09.996849,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T13:51:03.355340,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T14:21:46.072321,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T15:43:18.298736,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T17:23:01.544019,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T18:51:34.298736,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T19:38:26.072321,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T19:52:16.562887,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T20:10:55.204396,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T20:40:01.166660,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T20:42:49.770434,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T21:24:10.072321,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T21:30:47.053453,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T21:41:46.827038,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T21:59:56.487415,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T22:32:24.261000,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T22:40:50.072321,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T23:18:51.430811,85042.2641509434
xa.s12.00.mhz.1972-05-15HR00_evid00223,1972-05-15T23:37:22.525151,85042.2641509434
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T01:24:11.290811,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T04:35:15.290811,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T05:40:31.215340,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T06:27:37.630434,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T11:02:54.309679,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T14:21:23.743642,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T14:40:36.347415,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T14:49:46.083264,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T18:08:14.913453,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T18:51:16.951189,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T19:00:12.347415,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T20:12:33.479491,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T21:54:55.970057,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T22:34:35.592698,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T22:44:33.328547,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T23:12:17.479491,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T23:22:21.404019,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T23:31:08.045528,85269.88679245283
xa.s12.00.mhz.1972-05-19HR00_evid00228,1972-05-19T23:41:10.007792,85269.88679245283
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T00:10:00.562057,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T02:15:03.807340,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T04:33:32.637528,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T06:52:17.467717,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T08:03:38.222434,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T11:34:45.845075,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T12:31:12.562057,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T12:50:52.939415,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T13:28:05.241302,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T16:56:15.656396,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T17:07:11.354509,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T19:25:09.241302,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T21:49:27.505453,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T22:06:18.071491,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T22:42:42.222434,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T22:47:11.052623,84796.37735849057
xa.s12.00.mhz.1972-11-14HR00_evid00331,1972-11-14T23:33:17.090358,84796.37735849057
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T11:23:17.204302,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T12:25:57.204302,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T13:48:32.223170,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T14:20:24.223170,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T15:03:22.789208,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T15:44:41.430717,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T16:01:43.770340,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T16:21:53.581660,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T16:54:54.109962,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T17:02:16.977887,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T17:20:18.789208,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T18:00:59.996755,66596.22641509434
xa.s12.00.mhz.1972-11-19HR00_evid00335,1972-11-19T18:29:56.902415,66596.22641509434
xa.s12.00.mhz.1972-12-02HR00_evid00341,1972-12-02T00:10:00.288057,57292.67924528302
xa.s12.00.mhz.1972-12-02HR00_evid00341,1972-12-02T01:48:52.816358,57292.67924528302
xa.s12.00.mhz.1972-12-02HR00_evid00341,1972-12-02T05:54:36.212585,57292.67924528302
xa.s12.00.mhz.1972-12-02HR00_evid00341,1972-12-02T15:54:53.118245,57292.67924528302
xa.s12.00.mhz.1972-12-06HR00_evid00342,1972-12-06T09:48:17.022774,79775.39622641509
xa.s12.00.mhz.1972-12-06HR00_evid00342,1972-12-06T13:27:16.645415,79775.39622641509
xa.s12.00.mhz.1972-12-06HR00_evid00342,1972-12-06T14:21:37.777491,79775.39622641509
xa.s12.00.mhz.1972-12-06HR00_evid00342,1972-12-06T20:06:56.569943,79775.39622641509
xa.s12.00.mhz.1972-12-06HR00_evid00342,1972-12-06T20:44:21.852962,79775.39622641509
xa.s12.00.mhz.1972-12-06HR00_evid00342,1972-12-06T22:09:35.815226,79775.39622641509
xa.s12.00.mhz.1972-12-15HR00_evid00349,1972-12-15T05:35:42.122962,83052.22641509434
xa.s12.00.mhz.1972-12-15HR00_evid00349,1972-12-15T06:07:59.330509,83052.22641509434
xa.s12.00.mhz.1972-12-15HR00_evid00349,1972-12-15T11:47:33.066358,83052.22641509434
xa.s12.00.mhz.1972-12-15HR00_evid00349,1972-12-15T21:19:41.368245,83052.22641509434
xa.s12.00.mhz.1972-12-15HR00_evid00349,1972-12-15T22:25:05.443717,83052.22641509434
xa.s12.00.mhz.1972-12-15HR00_evid00349,1972-12-15T23:04:12.915415,83052.22641509434
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T00:10:26.073491,50227.16981132075
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T00:41:18.601792,50227.16981132075
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T01:30:54.450849,50227.16981132075
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T01:41:26.148962,50227.16981132075
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T02:18:04.790472,50227.16981132075
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T12:56:13.696132,50227.16981132075
xa.s12.00.mhz.1973-03-12HR00_evid00384,1973-03-12T13:57:07.884811,50227.16981132075
xa.s12.00.mhz.1973-04-23HR00_evid00399,1973-04-23T19:58:56.346057,71935.84905660378
xa.s12.00.mhz.1973-08-08HR00_evid00437,1973-08-08T11:15:56.671069,40538.11320754717
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T04:17:23.783058,69730.41509433962
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T13:29:00.084945,69730.41509433962
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T14:21:11.254756,69730.41509433962
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T17:22:55.254756,69730.41509433962
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T23:21:23.028341,69730.41509433962
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T00:10:32.553000,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T14:21:13.609604,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T14:49:42.288849,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T16:49:49.685075,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T17:02:27.873755,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T17:27:52.251113,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T17:45:22.817151,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T18:09:06.364321,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T18:36:33.911491,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T18:46:48.854887,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T19:06:15.043566,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T19:41:38.666208,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T20:32:12.779415,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T20:44:02.968094,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T21:14:37.986962,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T21:20:31.345453,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T22:15:45.458660,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T22:33:33.081302,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T22:48:04.930358,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T23:06:47.043566,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T23:13:40.326585,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T23:29:05.911491,85272.15094339622
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T23:41:12.703943,85272.15094339622
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T00:10:00.508057,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T03:14:22.243906,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T05:06:17.111830,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T05:55:14.621264,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T06:32:51.375981,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T06:42:54.545792,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T07:35:59.904283,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T07:53:31.225038,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T08:04:02.319377,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T08:15:31.074094,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T15:13:38.319377,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T15:42:27.677868,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T16:24:35.074094,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T16:35:42.998623,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T16:48:48.659000,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T17:51:30.923151,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T19:00:24.659000,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T19:14:00.206170,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T19:58:13.791075,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T20:12:14.092962,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T20:25:50.545792,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T21:19:58.243906,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T21:46:07.451453,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T21:59:28.960887,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T22:23:16.281642,81979.47169811321
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T22:46:20.130698,81979.47169811321
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T00:10:52.758358,81416.60377358491
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T04:42:00.833830,81416.60377358491
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T05:27:30.645151,81416.60377358491
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T06:09:58.116849,81416.60377358491
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T19:32:57.437604,81416.60377358491
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T21:12:09.135717,81416.60377358491
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T22:36:56.984774,81416.60377358491
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T00:10:00.483057,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T00:18:39.275509,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T00:28:42.445321,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T04:05:26.822679,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T06:54:01.690604,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T13:37:53.237774,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T13:56:27.200038,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T14:05:54.747208,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T14:17:09.011358,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T15:14:04.407585,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T17:15:31.200038,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T19:48:37.313245,83022.64150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T23:03:43.275509,83022.64150943396
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T00:10:27.400981,80728.15094339622
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T21:51:13.136830,80728.15094339622
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T22:25:28.834943,80728.15094339622
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T12:47:24.790302,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T17:47:38.677094,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T22:29:25.997849,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T22:41:31.129925,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T22:45:33.695962,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T22:58:58.224264,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T23:04:59.129925,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T23:23:36.262000,85842.8679245283
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T23:50:43.129925,85842.8679245283
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T05:14:10.836017,59268.377358490565
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T06:18:26.383186,59268.377358490565
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T07:43:02.760545,59268.377358490565
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T21:31:59.364318,59268.377358490565
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T00:11:28.722830,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T00:29:06.383208,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T01:01:59.666226,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T01:15:53.175660,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T01:59:18.911509,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T02:20:29.251132,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T02:34:25.024717,84362.8679245283
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T02:49:56.345472,84362.8679245283
